node_idx,distance,time,weekday,direction,demand
s3,255.0,8,2,sh,1
s3,255.0,9,2,sh,0
s3,255.0,10,2,sh,1
s3,255.0,11,2,sh,1
s3,255.0,12,2,sh,2
s3,255.0,13,2,sh,2
s3,255.0,14,2,sh,2
s3,255.0,15,2,sh,1
s3,255.0,16,2,sh,2
s3,255.0,17,2,sh,1
s3,255.0,18,2,sh,1
s3,255.0,19,2,sh,1
s3,255.0,20,2,sh,0
s3,255.0,21,2,sh,1
s3,255.0,22,2,sh,0
s3,255.0,23,2,sh,0
s3,255.0,0,3,sh,0
s3,255.0,1,3,sh,0
s3,255.0,2,3,sh,0
s3,255.0,3,3,sh,0
s3,255.0,4,3,sh,0
s3,255.0,5,3,sh,0
s3,255.0,6,3,sh,0
s3,255.0,7,3,sh,0
s3,255.0,8,3,sh,0
s3,255.0,9,3,sh,1
s3,255.0,10,3,sh,1
s3,255.0,11,3,sh,1
s3,255.0,12,3,sh,1
s3,255.0,13,3,sh,2
s3,255.0,14,3,sh,1
s3,255.0,15,3,sh,1
s3,255.0,16,3,sh,1
s3,255.0,17,3,sh,2
s3,255.0,18,3,sh,1
s3,255.0,19,3,sh,1
s3,255.0,20,3,sh,1
s3,255.0,21,3,sh,1
s3,255.0,22,3,sh,0
s3,255.0,23,3,sh,0
s3,255.0,0,4,sh,0
s3,255.0,1,4,sh,0
s3,255.0,2,4,sh,0
s3,255.0,3,4,sh,0
s3,255.0,4,4,sh,0
s3,255.0,5,4,sh,0
s3,255.0,6,4,sh,0
s3,255.0,7,4,sh,0
s3,255.0,8,4,sh,0
s3,255.0,9,4,sh,0
s3,255.0,10,4,sh,1
s3,255.0,11,4,sh,1
s3,255.0,12,4,sh,1
s3,255.0,13,4,sh,1
s3,255.0,14,4,sh,1
s3,255.0,15,4,sh,1
s3,255.0,16,4,sh,2
s3,255.0,17,4,sh,2
s3,255.0,18,4,sh,1
s3,255.0,19,4,sh,1
s3,255.0,20,4,sh,1
s3,255.0,21,4,sh,0
s3,255.0,22,4,sh,0
s3,255.0,23,4,sh,0
s3,255.0,0,5,sh,0
s3,255.0,1,5,sh,0
s3,255.0,2,5,sh,0
s3,255.0,3,5,sh,0
s3,255.0,4,5,sh,0
s3,255.0,5,5,sh,0
s3,255.0,6,5,sh,0
s3,255.0,7,5,sh,0
s3,255.0,8,5,sh,1
s3,255.0,9,5,sh,1
s3,255.0,10,5,sh,1
s3,255.0,11,5,sh,2
s3,255.0,12,5,sh,1
s3,255.0,13,5,sh,1
s3,255.0,14,5,sh,1
s3,255.0,15,5,sh,2
s3,255.0,16,5,sh,1
s3,255.0,17,5,sh,2
s3,255.0,18,5,sh,2
s3,255.0,19,5,sh,1
s3,255.0,20,5,sh,1
s3,255.0,21,5,sh,1
s3,255.0,22,5,sh,0
s3,255.0,23,5,sh,0
s3,255.0,0,6,sh,1
s3,255.0,1,6,sh,0
s3,255.0,2,6,sh,0
s3,255.0,3,6,sh,0
s3,255.0,4,6,sh,0
s3,255.0,5,6,sh,0
s3,255.0,6,6,sh,0
s3,255.0,7,6,sh,0
s3,255.0,8,6,sh,1
s3,255.0,9,6,sh,1
s3,255.0,10,6,sh,2
s3,255.0,11,6,sh,2
s3,255.0,12,6,sh,1
s3,255.0,13,6,sh,2
s3,255.0,14,6,sh,2
s3,255.0,15,6,sh,2
s3,255.0,16,6,sh,3
s3,255.0,17,6,sh,2
s3,255.0,18,6,sh,2
s3,255.0,19,6,sh,2
s3,255.0,20,6,sh,2
s3,255.0,21,6,sh,1
s3,255.0,22,6,sh,2
s3,255.0,23,6,sh,1
s3,255.0,0,7,sh,0
s3,255.0,1,7,sh,0
s3,255.0,2,7,sh,0
s3,255.0,3,7,sh,0
s3,255.0,4,7,sh,0
s3,255.0,5,7,sh,0
s3,255.0,6,7,sh,0
s3,255.0,7,7,sh,0
s3,255.0,8,7,sh,0
s3,255.0,9,7,sh,1
s3,255.0,10,7,sh,2
s3,255.0,11,7,sh,3
s3,255.0,12,7,sh,2
s3,255.0,13,7,sh,2
s3,255.0,14,7,sh,2
s3,255.0,15,7,sh,2
s3,255.0,16,7,sh,1
s3,255.0,17,7,sh,1
s3,255.0,18,7,sh,1
s3,255.0,19,7,sh,1
s3,255.0,20,7,sh,0
s3,255.0,21,7,sh,1
s3,255.0,22,7,sh,0
s3,255.0,23,7,sh,1
s4,375.0,0,1,bj,0
s4,375.0,1,1,bj,0
s4,375.0,2,1,bj,0
s4,375.0,3,1,bj,0
s4,375.0,4,1,bj,0
s4,375.0,5,1,bj,1
s4,375.0,6,1,bj,0
s4,375.0,7,1,bj,0
s4,375.0,8,1,bj,1
s4,375.0,9,1,bj,1
s4,375.0,10,1,bj,2
s4,375.0,11,1,bj,2
s4,375.0,12,1,bj,2
s4,375.0,13,1,bj,3
s4,375.0,14,1,bj,3
s4,375.0,15,1,bj,3
s4,375.0,16,1,bj,3
s4,375.0,17,1,bj,2
s4,375.0,18,1,bj,2
s4,375.0,19,1,bj,3
s4,375.0,20,1,bj,1
s4,375.0,21,1,bj,1
s4,375.0,22,1,bj,1
s4,375.0,23,1,bj,0
s4,375.0,0,2,bj,0
s4,375.0,1,2,bj,0
s4,375.0,2,2,bj,0
s4,375.0,3,2,bj,0
s4,375.0,4,2,bj,0
s4,375.0,5,2,bj,0
s4,375.0,6,2,bj,1
s4,375.0,7,2,bj,1
s4,375.0,8,2,bj,2
s4,375.0,9,2,bj,2
s4,375.0,10,2,bj,1
s4,375.0,11,2,bj,2
s4,375.0,12,2,bj,2
s4,375.0,13,2,bj,1
s4,375.0,14,2,bj,2
s4,375.0,15,2,bj,2
s4,375.0,16,2,bj,2
s4,375.0,17,2,bj,1
s4,375.0,18,2,bj,2
s4,375.0,19,2,bj,2
s4,375.0,20,2,bj,1
s4,375.0,21,2,bj,1
s4,375.0,22,2,bj,0
s4,375.0,23,2,bj,0
s4,375.0,0,3,bj,0
s4,375.0,1,3,bj,0
s4,375.0,2,3,bj,0
s4,375.0,3,3,bj,0
s4,375.0,4,3,bj,0
s4,375.0,5,3,bj,0
s4,375.0,6,3,bj,0
s4,375.0,7,3,bj,1
s4,375.0,8,3,bj,1
s4,375.0,9,3,bj,2
s4,375.0,10,3,bj,1
s4,375.0,11,3,bj,1
s4,375.0,12,3,bj,2
s4,375.0,13,3,bj,1
s4,375.0,14,3,bj,2
s4,375.0,15,3,bj,1
s4,375.0,16,3,bj,1
s4,375.0,17,3,bj,2
s4,375.0,18,3,bj,2
s4,375.0,19,3,bj,2
s4,375.0,20,3,bj,1
s4,375.0,21,3,bj,0
s4,375.0,22,3,bj,0
s4,375.0,23,3,bj,0
s4,375.0,0,4,bj,0
s4,375.0,1,4,bj,0
s4,375.0,2,4,bj,0
s4,375.0,3,4,bj,0
s4,375.0,4,4,bj,0
s4,375.0,5,4,bj,0
s4,375.0,6,4,bj,0
s4,375.0,7,4,bj,1
s4,375.0,8,4,bj,1
s4,375.0,9,4,bj,1
s4,375.0,10,4,bj,1
s4,375.0,11,4,bj,3
s4,375.0,12,4,bj,3
s4,375.0,13,4,bj,2
s4,375.0,14,4,bj,2
s4,375.0,15,4,bj,2
s4,375.0,16,4,bj,2
s4,375.0,17,4,bj,2
s4,375.0,18,4,bj,1
s4,375.0,19,4,bj,2
s4,375.0,20,4,bj,1
s4,375.0,21,4,bj,1
s4,375.0,22,4,bj,0
s4,375.0,23,4,bj,0
s4,375.0,0,5,bj,0
s4,375.0,1,5,bj,0
s4,375.0,2,5,bj,0
s4,375.0,3,5,bj,0
s4,375.0,4,5,bj,0
s4,375.0,5,5,bj,0
s4,375.0,6,5,bj,0
s4,375.0,7,5,bj,1
s4,375.0,8,5,bj,2
s4,375.0,9,5,bj,2
s4,375.0,10,5,bj,2
s4,375.0,11,5,bj,3
s4,375.0,12,5,bj,2
s4,375.0,13,5,bj,2
s4,375.0,14,5,bj,2
s4,375.0,15,5,bj,1
s4,375.0,16,5,bj,1
s4,375.0,17,5,bj,4
s4,375.0,18,5,bj,3
s4,375.0,19,5,bj,2
s4,375.0,20,5,bj,1
s4,375.0,21,5,bj,1
s4,375.0,22,5,bj,1
s4,375.0,23,5,bj,0
s4,375.0,0,6,bj,0
s4,375.0,1,6,bj,0
s4,375.0,2,6,bj,0
s4,375.0,3,6,bj,0
s4,375.0,4,6,bj,0
s4,375.0,5,6,bj,0
s4,375.0,6,6,bj,0
s4,375.0,7,6,bj,1
s4,375.0,8,6,bj,2
s4,375.0,9,6,bj,2
s4,375.0,10,6,bj,2
s4,375.0,11,6,bj,3
s4,375.0,12,6,bj,3
s4,375.0,13,6,bj,3
s4,375.0,14,6,bj,3
s4,375.0,15,6,bj,2
s4,375.0,16,6,bj,3
s4,375.0,17,6,bj,2
s4,375.0,18,6,bj,3
s4,375.0,19,6,bj,2
s4,375.0,20,6,bj,2
s4,375.0,21,6,bj,1
s4,375.0,22,6,bj,0
s4,375.0,23,6,bj,1
s4,375.0,0,7,bj,0
s4,375.0,1,7,bj,1
s4,375.0,2,7,bj,0
s4,375.0,3,7,bj,0
s4,375.0,4,7,bj,0
s4,375.0,5,7,bj,0
s4,375.0,6,7,bj,0
s4,375.0,7,7,bj,1
s4,375.0,8,7,bj,1
s4,375.0,9,7,bj,3
s4,375.0,10,7,bj,3
s4,375.0,11,7,bj,3
s4,375.0,12,7,bj,3
s4,375.0,13,7,bj,2
s4,375.0,14,7,bj,3
s4,375.0,15,7,bj,2
s4,375.0,16,7,bj,2
s4,375.0,17,7,bj,3
s4,375.0,18,7,bj,2
s4,375.0,19,7,bj,2
s4,375.0,20,7,bj,1
s4,375.0,21,7,bj,1
s4,375.0,22,7,bj,1
s4,375.0,23,7,bj,0
s4,375.0,0,1,sh,0
s4,375.0,1,1,sh,0
s4,375.0,2,1,sh,0
s4,375.0,3,1,sh,0
s4,375.0,4,1,sh,0
s4,375.0,5,1,sh,1
s4,375.0,6,1,sh,0
s4,375.0,7,1,sh,0
s4,375.0,8,1,sh,1
s4,375.0,9,1,sh,1
s4,375.0,10,1,sh,2
s4,375.0,11,1,sh,2
s4,375.0,12,1,sh,2
s4,375.0,13,1,sh,3
s4,375.0,14,1,sh,3
s4,375.0,15,1,sh,3
s4,375.0,16,1,sh,3
s4,375.0,17,1,sh,2
s4,375.0,18,1,sh,2
s4,375.0,19,1,sh,3
s4,375.0,20,1,sh,1
s4,375.0,21,1,sh,1
s4,375.0,22,1,sh,1
s4,375.0,23,1,sh,0
s4,375.0,0,2,sh,0
s4,375.0,1,2,sh,0
s4,375.0,2,2,sh,0
s4,375.0,3,2,sh,0
s4,375.0,4,2,sh,0
s4,375.0,5,2,sh,0
s4,375.0,6,2,sh,1
s4,375.0,7,2,sh,1
s4,375.0,8,2,sh,2
s4,375.0,9,2,sh,2
s4,375.0,10,2,sh,1
s4,375.0,11,2,sh,2
s4,375.0,12,2,sh,2
s4,375.0,13,2,sh,1
s4,375.0,14,2,sh,2
s4,375.0,15,2,sh,2
s4,375.0,16,2,sh,2
s4,375.0,17,2,sh,1
s4,375.0,18,2,sh,2
s4,375.0,19,2,sh,2
s4,375.0,20,2,sh,1
s4,375.0,21,2,sh,1
s4,375.0,22,2,sh,0
s4,375.0,23,2,sh,0
s4,375.0,0,3,sh,0
s4,375.0,1,3,sh,0
s4,375.0,2,3,sh,0
s4,375.0,3,3,sh,0
s4,375.0,4,3,sh,0
s4,375.0,5,3,sh,0
s4,375.0,6,3,sh,0
s4,375.0,7,3,sh,1
s4,375.0,8,3,sh,1
s4,375.0,9,3,sh,2
s4,375.0,10,3,sh,1
s4,375.0,11,3,sh,1
s4,375.0,12,3,sh,2
s4,375.0,13,3,sh,1
s4,375.0,14,3,sh,2
s4,375.0,15,3,sh,1
s4,375.0,16,3,sh,1
s4,375.0,17,3,sh,2
s4,375.0,18,3,sh,2
s4,375.0,19,3,sh,2
s4,375.0,20,3,sh,1
s4,375.0,21,3,sh,0
s4,375.0,22,3,sh,0
s4,375.0,23,3,sh,0
s4,375.0,0,4,sh,0
s4,375.0,1,4,sh,0
s4,375.0,2,4,sh,0
s4,375.0,3,4,sh,0
s4,375.0,4,4,sh,0
s4,375.0,5,4,sh,0
s4,375.0,6,4,sh,0
s4,375.0,7,4,sh,1
s4,375.0,8,4,sh,1
s4,375.0,9,4,sh,1
s4,375.0,10,4,sh,1
s4,375.0,11,4,sh,3
s4,375.0,12,4,sh,3
s4,375.0,13,4,sh,2
s4,375.0,14,4,sh,2
s4,375.0,15,4,sh,2
s4,375.0,16,4,sh,2
s4,375.0,17,4,sh,2
s4,375.0,18,4,sh,1
s4,375.0,19,4,sh,2
s4,375.0,20,4,sh,1
s4,375.0,21,4,sh,1
s4,375.0,22,4,sh,0
s4,375.0,23,4,sh,0
s4,375.0,0,5,sh,0
s4,375.0,1,5,sh,0
s4,375.0,2,5,sh,0
s4,375.0,3,5,sh,0
s4,375.0,4,5,sh,0
s4,375.0,5,5,sh,0
s4,375.0,6,5,sh,0
s4,375.0,7,5,sh,1
s4,375.0,8,5,sh,2
s4,375.0,9,5,sh,2
s4,375.0,10,5,sh,2
s4,375.0,11,5,sh,3
s4,375.0,12,5,sh,2
s4,375.0,13,5,sh,2
s4,375.0,14,5,sh,2
s4,375.0,15,5,sh,1
s4,375.0,16,5,sh,1
s4,375.0,17,5,sh,4
s4,375.0,18,5,sh,3
s4,375.0,19,5,sh,2
s4,375.0,20,5,sh,1
s4,375.0,21,5,sh,1
s4,375.0,22,5,sh,1
s4,375.0,23,5,sh,0
s4,375.0,0,6,sh,0
s4,375.0,1,6,sh,0
s4,375.0,2,6,sh,0
s4,375.0,3,6,sh,0
s4,375.0,4,6,sh,0
s4,375.0,5,6,sh,0
s4,375.0,6,6,sh,0
s4,375.0,7,6,sh,1
s4,375.0,8,6,sh,2
s4,375.0,9,6,sh,2
s4,375.0,10,6,sh,2
s4,375.0,11,6,sh,3
s4,375.0,12,6,sh,3
s4,375.0,13,6,sh,3
s4,375.0,14,6,sh,3
s4,375.0,15,6,sh,2
s4,375.0,16,6,sh,3
s4,375.0,17,6,sh,2
s4,375.0,18,6,sh,3
s4,375.0,19,6,sh,2
s4,375.0,20,6,sh,2
s4,375.0,21,6,sh,1
s4,375.0,22,6,sh,0
s4,375.0,23,6,sh,1
s4,375.0,0,7,sh,0
s4,375.0,1,7,sh,1
s4,375.0,2,7,sh,0
s4,375.0,3,7,sh,0
s4,375.0,4,7,sh,0
s4,375.0,5,7,sh,0
s4,375.0,6,7,sh,0
s4,375.0,7,7,sh,1
s4,375.0,8,7,sh,1
s4,375.0,9,7,sh,3
s4,375.0,10,7,sh,3
s4,375.0,11,7,sh,3
s4,375.0,12,7,sh,3
s4,375.0,13,7,sh,2
s4,375.0,14,7,sh,3
s4,375.0,15,7,sh,2
s4,375.0,16,7,sh,2
s4,375.0,17,7,sh,3
s4,375.0,18,7,sh,2
s4,375.0,19,7,sh,2
s4,375.0,20,7,sh,1
s4,375.0,21,7,sh,1
s4,375.0,22,7,sh,1
s4,375.0,23,7,sh,0
s5,542.0,0,1,bj,1
s5,542.0,1,1,bj,0
s5,542.0,2,1,bj,0
s5,542.0,3,1,bj,0
s5,542.0,4,1,bj,0
s5,542.0,5,1,bj,0
s5,542.0,6,1,bj,0
s5,542.0,7,1,bj,0
s5,542.0,8,1,bj,0
s5,542.0,9,1,bj,1
s5,542.0,10,1,bj,1
s5,542.0,11,1,bj,2
s5,542.0,12,1,bj,1
s5,542.0,13,1,bj,1
s5,542.0,14,1,bj,2
s5,542.0,15,1,bj,1
s5,542.0,16,1,bj,2
s5,542.0,17,1,bj,1
s5,542.0,18,1,bj,1
s5,542.0,19,1,bj,1
s5,542.0,20,1,bj,0
s5,542.0,21,1,bj,1
s5,542.0,22,1,bj,0
s5,542.0,23,1,bj,0
s5,542.0,0,2,bj,0
s5,542.0,1,2,bj,0
s5,542.0,2,2,bj,0
s5,542.0,3,2,bj,0
s5,542.0,4,2,bj,0
s5,542.0,5,2,bj,0
s5,542.0,6,2,bj,0
s5,542.0,7,2,bj,0
s5,542.0,8,2,bj,0
s5,542.0,9,2,bj,1
s5,542.0,10,2,bj,2
s5,542.0,11,2,bj,1
s5,542.0,12,2,bj,0
s5,542.0,13,2,bj,1
s5,542.0,14,2,bj,2
s5,542.0,15,2,bj,0
s5,542.0,16,2,bj,1
s5,542.0,17,2,bj,0
s5,542.0,18,2,bj,0
s5,542.0,19,2,bj,0
s5,542.0,20,2,bj,0
s5,542.0,21,2,bj,0
s5,542.0,22,2,bj,0
s5,542.0,23,2,bj,0
s5,542.0,0,3,bj,0
s5,542.0,1,3,bj,0
s5,542.0,2,3,bj,0
s5,542.0,3,3,bj,0
s5,542.0,4,3,bj,0
s5,542.0,5,3,bj,0
s5,542.0,6,3,bj,0
s5,542.0,7,3,bj,0
s5,542.0,8,3,bj,0
s5,542.0,9,3,bj,0
s5,542.0,10,3,bj,0
s5,542.0,11,3,bj,1
s5,542.0,12,3,bj,1
s5,542.0,13,3,bj,1
s5,542.0,14,3,bj,2
s5,542.0,15,3,bj,2
s5,542.0,16,3,bj,2
s5,542.0,17,3,bj,1
s5,542.0,18,3,bj,1
s5,542.0,19,3,bj,1
s5,542.0,20,3,bj,1
s5,542.0,21,3,bj,0
s5,542.0,22,3,bj,0
s5,542.0,23,3,bj,0
s5,542.0,0,4,bj,0
s5,542.0,1,4,bj,0
s5,542.0,2,4,bj,0
s5,542.0,3,4,bj,0
s5,542.0,4,4,bj,0
s5,542.0,5,4,bj,0
s5,542.0,6,4,bj,0
s5,542.0,7,4,bj,0
s5,542.0,8,4,bj,0
s5,542.0,9,4,bj,0
s5,542.0,10,4,bj,1
s5,542.0,11,4,bj,1
s5,542.0,12,4,bj,1
s5,542.0,13,4,bj,0
s5,542.0,14,4,bj,1
s5,542.0,15,4,bj,0
s5,542.0,16,4,bj,0
s5,542.0,17,4,bj,1
s5,542.0,18,4,bj,0
s5,542.0,19,4,bj,1
s5,542.0,20,4,bj,0
s5,542.0,21,4,bj,0
s5,542.0,22,4,bj,0
s5,542.0,23,4,bj,0
s5,542.0,0,5,bj,0
s5,542.0,1,5,bj,0
s5,542.0,2,5,bj,0
s5,542.0,3,5,bj,0
s5,542.0,4,5,bj,0
s5,542.0,5,5,bj,0
s5,542.0,6,5,bj,0
s5,542.0,7,5,bj,0
s5,542.0,8,5,bj,0
s5,542.0,9,5,bj,1
s5,542.0,10,5,bj,0
s5,542.0,11,5,bj,1
s5,542.0,12,5,bj,1
s5,542.0,13,5,bj,1
s5,542.0,14,5,bj,1
s5,542.0,15,5,bj,2
s5,542.0,16,5,bj,1
s5,542.0,17,5,bj,1
s5,542.0,18,5,bj,1
s5,542.0,19,5,bj,1
s5,542.0,20,5,bj,1
s5,542.0,21,5,bj,1
s5,542.0,22,5,bj,0
s5,542.0,23,5,bj,0
s5,542.0,0,6,bj,0
s5,542.0,1,6,bj,0
s5,542.0,2,6,bj,0
s5,542.0,3,6,bj,0
s5,542.0,4,6,bj,0
s5,542.0,5,6,bj,0
s5,542.0,6,6,bj,0
s5,542.0,7,6,bj,0
s5,542.0,8,6,bj,0
s5,542.0,9,6,bj,1
s5,542.0,10,6,bj,0
s5,542.0,11,6,bj,1
s5,542.0,12,6,bj,1
s5,542.0,13,6,bj,2
s5,542.0,14,6,bj,2
s5,542.0,15,6,bj,1
s5,542.0,16,6,bj,1
s5,542.0,17,6,bj,2
s5,542.0,18,6,bj,1
s5,542.0,19,6,bj,1
s5,542.0,20,6,bj,1
s5,542.0,21,6,bj,1
s5,542.0,22,6,bj,0
s5,542.0,23,6,bj,0
s5,542.0,0,7,bj,0
s5,542.0,1,7,bj,0
s5,542.0,2,7,bj,0
s5,542.0,3,7,bj,0
s5,542.0,4,7,bj,0
s5,542.0,5,7,bj,0
s5,542.0,6,7,bj,0
s5,542.0,7,7,bj,0
s5,542.0,8,7,bj,1
s5,542.0,9,7,bj,0
s5,542.0,10,7,bj,2
s5,542.0,11,7,bj,1
s5,542.0,12,7,bj,1
s5,542.0,13,7,bj,2
s5,542.0,14,7,bj,2
s5,542.0,15,7,bj,2
s5,542.0,16,7,bj,2
s5,542.0,17,7,bj,2
s5,542.0,18,7,bj,1
s5,542.0,19,7,bj,1
s5,542.0,20,7,bj,0
s5,542.0,21,7,bj,1
s5,542.0,22,7,bj,0
s5,542.0,23,7,bj,0
s5,542.0,0,1,sh,0
s5,542.0,1,1,sh,1
s5,542.0,2,1,sh,0
s5,542.0,3,1,sh,0
s5,542.0,4,1,sh,0
s5,542.0,5,1,sh,0
s5,542.0,6,1,sh,0
s5,542.0,7,1,sh,0
s5,542.0,8,1,sh,0
s5,542.0,9,1,sh,1
s5,542.0,10,1,sh,1
s5,542.0,11,1,sh,1
s5,542.0,12,1,sh,2
s5,542.0,13,1,sh,2
s5,542.0,14,1,sh,2
s5,542.0,15,1,sh,2
s5,542.0,16,1,sh,2
s5,542.0,17,1,sh,2
s5,542.0,18,1,sh,3
s5,542.0,19,1,sh,1
s5,542.0,20,1,sh,1
s5,542.0,21,1,sh,1
s5,542.0,22,1,sh,0
s5,542.0,23,1,sh,0
s5,542.0,0,2,sh,0
s5,542.0,1,2,sh,0
s5,542.0,2,2,sh,0
s5,542.0,3,2,sh,0
s5,542.0,4,2,sh,0
s5,542.0,5,2,sh,0
s5,542.0,6,2,sh,0
s5,542.0,7,2,sh,0
s5,542.0,8,2,sh,0
s5,542.0,9,2,sh,1
s5,542.0,10,2,sh,1
s5,542.0,11,2,sh,2
s5,542.0,12,2,sh,1
s5,542.0,13,2,sh,2
s5,542.0,14,2,sh,2
s5,542.0,15,2,sh,2
s5,542.0,16,2,sh,2
s5,542.0,17,2,sh,2
s5,542.0,18,2,sh,1
s5,542.0,19,2,sh,1
s5,542.0,20,2,sh,0
s5,542.0,21,2,sh,1
s5,542.0,22,2,sh,0
s5,542.0,23,2,sh,0
s5,542.0,0,3,sh,0
s5,542.0,1,3,sh,0
s5,542.0,2,3,sh,0
s5,542.0,3,3,sh,0
s5,542.0,4,3,sh,0
s5,542.0,5,3,sh,0
s5,542.0,6,3,sh,0
s5,542.0,7,3,sh,0
s5,542.0,8,3,sh,0
s5,542.0,9,3,sh,0
s5,542.0,10,3,sh,1
s5,542.0,11,3,sh,0
s5,542.0,12,3,sh,2
s5,542.0,13,3,sh,1
s5,542.0,14,3,sh,1
s5,542.0,15,3,sh,1
s5,542.0,16,3,sh,2
s5,542.0,17,3,sh,1
s5,542.0,18,3,sh,1
s5,542.0,19,3,sh,1
s5,542.0,20,3,sh,0
s5,542.0,21,3,sh,0
s5,542.0,22,3,sh,0
s5,542.0,23,3,sh,0
s5,542.0,0,4,sh,0
s5,542.0,1,4,sh,0
s5,542.0,2,4,sh,0
s5,542.0,3,4,sh,0
s5,542.0,4,4,sh,0
s5,542.0,5,4,sh,0
s5,542.0,6,4,sh,0
s5,542.0,7,4,sh,0
s5,542.0,8,4,sh,0
s5,542.0,9,4,sh,0
s5,542.0,10,4,sh,1
s5,542.0,11,4,sh,1
s5,542.0,12,4,sh,2
s5,542.0,13,4,sh,1
s5,542.0,14,4,sh,1
s5,542.0,15,4,sh,1
s5,542.0,16,4,sh,1
s5,542.0,17,4,sh,2
s5,542.0,18,4,sh,1
s5,542.0,19,4,sh,1
s5,542.0,20,4,sh,1
s5,542.0,21,4,sh,1
s5,542.0,22,4,sh,0
s5,542.0,23,4,sh,0
s5,542.0,0,5,sh,0
s5,542.0,1,5,sh,0
s5,542.0,2,5,sh,0
s5,542.0,3,5,sh,0
s5,542.0,4,5,sh,0
s5,542.0,5,5,sh,0
s5,542.0,6,5,sh,0
s5,542.0,7,5,sh,0
s5,542.0,8,5,sh,0
s5,542.0,9,5,sh,0
s5,542.0,10,5,sh,0
s5,542.0,11,5,sh,1
s5,542.0,12,5,sh,1
s5,542.0,13,5,sh,2
s5,542.0,14,5,sh,1
s5,542.0,15,5,sh,2
s5,542.0,16,5,sh,1
s5,542.0,17,5,sh,0
s5,542.0,18,5,sh,1
s5,542.0,19,5,sh,2
s5,542.0,20,5,sh,1
s5,542.0,21,5,sh,0
s5,542.0,22,5,sh,0
s5,542.0,23,5,sh,0
s5,542.0,0,6,sh,0
s5,542.0,1,6,sh,0
s5,542.0,2,6,sh,0
s5,542.0,3,6,sh,0
s5,542.0,4,6,sh,0
s5,542.0,5,6,sh,0
s5,542.0,6,6,sh,0
s5,542.0,7,6,sh,0
s5,542.0,8,6,sh,0
s5,542.0,9,6,sh,1
s5,542.0,10,6,sh,1
s5,542.0,11,6,sh,1
s5,542.0,12,6,sh,1
s5,542.0,13,6,sh,2
s5,542.0,14,6,sh,1
s5,542.0,15,6,sh,2
s5,542.0,16,6,sh,2
s5,542.0,17,6,sh,1
s5,542.0,18,6,sh,1
s5,542.0,19,6,sh,1
s5,542.0,20,6,sh,1
s5,542.0,21,6,sh,1
s5,542.0,22,6,sh,0
s5,542.0,23,6,sh,0
s5,542.0,0,7,sh,0
s5,542.0,1,7,sh,0
s5,542.0,2,7,sh,0
s5,542.0,3,7,sh,0
s5,542.0,4,7,sh,0
s5,542.0,5,7,sh,0
s5,542.0,6,7,sh,0
s5,542.0,7,7,sh,0
s5,542.0,8,7,sh,0
s5,542.0,9,7,sh,0
s5,542.0,10,7,sh,1
s5,542.0,11,7,sh,1
s5,542.0,12,7,sh,1
s5,542.0,13,7,sh,1
s5,542.0,14,7,sh,2
s5,542.0,15,7,sh,2
s5,542.0,16,7,sh,2
s5,542.0,17,7,sh,2
s5,542.0,18,7,sh,2
s5,542.0,19,7,sh,1
s5,542.0,20,7,sh,1
s5,542.0,21,7,sh,1
s5,542.0,22,7,sh,1
s5,542.0,23,7,sh,1
s6,613.0,0,1,bj,0
s6,613.0,1,1,bj,0
s6,613.0,2,1,bj,0
s6,613.0,3,1,bj,0
s6,613.0,4,1,bj,0
s6,613.0,5,1,bj,0
s6,613.0,6,1,bj,0
s6,613.0,7,1,bj,0
s6,613.0,8,1,bj,0
s6,613.0,9,1,bj,1
s6,613.0,10,1,bj,1
s6,613.0,11,1,bj,2
s6,613.0,12,1,bj,2
s6,613.0,13,1,bj,3
s6,613.0,14,1,bj,2
s6,613.0,15,1,bj,3
s6,613.0,16,1,bj,2
s6,613.0,17,1,bj,2
s6,613.0,18,1,bj,2
s6,613.0,19,1,bj,1
s6,613.0,20,1,bj,1
s6,613.0,21,1,bj,0
s6,613.0,22,1,bj,1
s6,613.0,23,1,bj,0
s6,613.0,0,2,bj,0
s6,613.0,1,2,bj,0
s6,613.0,2,2,bj,0
s6,613.0,3,2,bj,1
s6,613.0,4,2,bj,0
s6,613.0,5,2,bj,0
s6,613.0,6,2,bj,0
s6,613.0,7,2,bj,0
s6,613.0,8,2,bj,0
s6,613.0,9,2,bj,1
s6,613.0,10,2,bj,1
s6,613.0,11,2,bj,2
s6,613.0,12,2,bj,1
s6,613.0,13,2,bj,1
s6,613.0,14,2,bj,1
s6,613.0,15,2,bj,2
s6,613.0,16,2,bj,2
s6,613.0,17,2,bj,2
s6,613.0,18,2,bj,1
s6,613.0,19,2,bj,2
s6,613.0,20,2,bj,1
s6,613.0,21,2,bj,1
s6,613.0,22,2,bj,0
s6,613.0,23,2,bj,0
s6,613.0,0,3,bj,0
s6,613.0,1,3,bj,0
s6,613.0,2,3,bj,0
s6,613.0,3,3,bj,0
s6,613.0,4,3,bj,0
s6,613.0,5,3,bj,0
s6,613.0,6,3,bj,0
s6,613.0,7,3,bj,0
s6,613.0,8,3,bj,0
s6,613.0,9,3,bj,0
s6,613.0,10,3,bj,1
s6,613.0,11,3,bj,1
s6,613.0,12,3,bj,1
s6,613.0,13,3,bj,1
s6,613.0,14,3,bj,1
s6,613.0,15,3,bj,3
s6,613.0,16,3,bj,2
